path,relative_path,filename,extension,size_bytes,modified_time,sha256
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1560.JPG,Photos/Archives/2025/08-02-2025/DSCF1560.JPG,DSCF1560.JPG,.jpg,3390637,2025-08-02T21:46:11.217862,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1559.RAF,Photos/Archives/2025/08-02-2025/DSCF1559.RAF,DSCF1559.RAF,.raf,19235328,2025-08-02T18:52:22,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1559.JPG,Photos/Archives/2025/08-02-2025/DSCF1559.JPG,DSCF1559.JPG,.jpg,3357522,2025-08-02T22:07:36.879180,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1558.RAF,Photos/Archives/2025/08-02-2025/DSCF1558.RAF,DSCF1558.RAF,.raf,19245056,2025-08-02T18:51:56,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1558.JPG,Photos/Archives/2025/08-02-2025/DSCF1558.JPG,DSCF1558.JPG,.jpg,3399360,2025-08-02T22:07:56.775576,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1557.RAF,Photos/Archives/2025/08-02-2025/DSCF1557.RAF,DSCF1557.RAF,.raf,19268608,2025-08-02T18:51:18,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1557.JPG,Photos/Archives/2025/08-02-2025/DSCF1557.JPG,DSCF1557.JPG,.jpg,3453657,2025-08-02T22:08:42.257342,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1556.RAF,Photos/Archives/2025/08-02-2025/DSCF1556.RAF,DSCF1556.RAF,.raf,19276800,2025-08-02T18:50:36,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1556.JPG,Photos/Archives/2025/08-02-2025/DSCF1556.JPG,DSCF1556.JPG,.jpg,3451123,2025-08-02T18:50:36,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1555.RAF,Photos/Archives/2025/08-02-2025/DSCF1555.RAF,DSCF1555.RAF,.raf,19277312,2025-08-02T18:50:12,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1555.JPG,Photos/Archives/2025/08-02-2025/DSCF1555.JPG,DSCF1555.JPG,.jpg,3449865,2025-08-02T18:50:12,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1554.RAF,Photos/Archives/2025/08-02-2025/DSCF1554.RAF,DSCF1554.RAF,.raf,19241984,2025-08-02T18:49:44,
/Users/iv/NAS/Public/Media/Photos/Photos/Archives/2025/08-02-2025/DSCF1554.JPG,Photos/Archives/2025/08-02-2025/DSCF1554.JPG,DSCF1554.JPG,.jpg,3361810,2025-08-02T18:49:44,
